"x","y","marks"
"1",0.229558996390551,0.659013646421954,"c"
"2",0.449286515591666,0.589579286286607,"y"
"3",0.97026028088294,0.225408312864602,"m"
"4",0.516333606792614,0.422412934014574,"y"
"5",0.311409261776134,0.0522942757233977,"c"
"6",0.977753119776025,0.216631361283362,"y"
"7",0.601364126196131,0.273133541457355,"y"
"8",0.927648317301646,0.188353254226968,"y"
"9",0.656625875737518,0.559543040813878,"c"
"10",0.557172258151695,0.724054823163897,"m"
"11",0.84366544499062,0.11819783388637,"c"
"12",0.812992775347084,0.116061273263767,"c"
"13",0.951999244047329,0.367216168902814,"b"
"14",0.777063710382208,0.719449264463037,"y"
"15",0.268816752592102,0.231343885883689,"c"
"16",0.0959866142366081,0.518115230137482,"y"
"17",0.635212355758995,0.263790254713967,"y"
"18",0.82395106041804,0.949745321646333,"b"
"19",0.370103636058047,0.839926970656961,"m"
"20",0.575468315277249,0.461812203517184,"m"
"21",0.750280977226794,0.0494748509954661,"c"
"22",0.289491621311754,0.599556852364913,"b"
"23",0.282494048820809,0.218467368045822,"m"
"24",0.17508309148252,0.746451681945473,"m"
"25",0.465301781427115,0.518644713098183,"b"
"26",0.770848756656051,0.0692629246041179,"c"
"27",0.510200930293649,0.542964237509295,"y"
"28",0.478831946849823,0.471560267964378,"m"
"29",0.0160988937132061,0.93607546412386,"c"
"30",0.858742941869423,0.982290332671255,"m"
"31",0.0160277197137475,0.935348724480718,"c"
"32",0.674323316197842,0.197833534795791,"c"
"33",0.329382907133549,0.349945463472977,"c"
"34",0.624316620407626,0.131479238392785,"m"
"35",0.640394762391225,0.858913292177022,"m"
"36",0.537282414734364,0.453325995709747,"y"
"37",0.597893801284954,0.961668092757463,"b"
"38",0.156689799157903,0.696842316770926,"y"
"39",0.471893669338897,0.805774518754333,"y"
"40",0.836683175293729,0.519981849938631,"m"
"41",0.99929552548565,0.00664243544451892,"y"
"42",0.00368731445632875,0.0447675127070397,"c"
"43",0.267651256872341,0.190607585711405,"y"
"44",0.988422940252349,0.094375125830993,"m"
"45",0.00685893441550434,0.538566005183384,"y"
"46",0.0866868903394789,0.297391968080774,"m"
"47",0.325594424502924,0.381634804653004,"c"
"48",0.870327830081806,0.567201503552496,"y"
"49",0.143012725980952,0.0120418700389564,"y"
"50",0.432705573504791,0.246811921941116,"y"
"51",0.727976633934304,0.165783460950479,"b"
"52",0.59562530554831,0.984502298990265,"b"
"53",0.385997307254001,0.574224397772923,"m"
"54",0.997723089298233,0.311453416245058,"b"
"55",0.397859158692881,0.102635920280591,"y"
"56",0.323258700780571,0.577471141004935,"b"
"57",0.680402188794687,0.772506492445245,"b"
"58",0.458877373719588,0.297544793924317,"c"
"59",0.507448834832758,0.843143980484456,"y"
"60",0.785976889776066,0.478186164749786,"c"
"61",0.343368591973558,0.765868573216721,"y"
"62",0.92154154763557,0.380414017476141,"m"
"63",0.260471977060661,0.292378006735817,"y"
"64",0.932429185602814,0.529408887727186,"b"
"65",0.338510385481641,0.994831671472639,"m"
"66",0.706714049447328,0.545366732869297,"m"
"67",0.282539027743042,0.306425094604492,"m"
"68",0.0353926059324294,0.755196285434067,"m"
"69",0.699700640514493,0.240550467045978,"c"
"70",0.214819820132107,0.405901064630598,"b"
"71",0.676950086373836,0.921063748886809,"y"
"72",0.236989864613861,0.385013649938628,"y"
"73",0.371991394786164,0.834641884546727,"b"
"74",0.746180386049673,0.393232326488942,"y"
"75",0.0485154429916292,0.716886070556939,"y"
"76",0.868122787447646,0.322960849618539,"y"
"77",0.788516508648172,0.448142805602401,"b"
"78",0.249162455322221,0.782594805816188,"c"
"79",0.0153383330907673,0.792369790608063,"c"
"80",0.267199714202434,0.415468704653904,"b"
"81",0.37388139241375,0.556997162755579,"y"
"82",0.490648282691836,0.545110595179722,"y"
"83",0.163968610344455,0.0060146376490593,"y"
"84",0.764161725528538,0.81967812241055,"b"
"85",0.541946867480874,0.855532179353759,"c"
"86",0.725331939291209,0.0391000139061362,"b"
"87",0.336099043255672,0.696861081523821,"m"
"88",0.682684711413458,0.191832263022661,"b"
"89",0.462803114205599,0.561206172918901,"y"
"90",0.375893416581675,0.941805736161768,"y"
"91",0.367077591596171,0.691709605511278,"y"
"92",0.185535771306604,0.876601515570655,"b"
"93",0.347444412298501,0.61415245803073,"y"
"94",0.301964797079563,0.760813661385328,"b"
"95",0.701685761800036,0.276360285235569,"c"
"96",0.0860811814200133,0.912045236909762,"b"
"97",0.704591625835747,0.0769256837666035,"c"
"98",0.932909145951271,0.886021978221834,"m"
"99",0.404353101272136,0.183611537329853,"c"
"100",0.944729855051264,0.00795001373626292,"c"
"101",0.470617375103757,0.562209853203967,"b"
"102",0.359022850869223,0.404064774746075,"y"
"103",0.676744212163612,0.104109673528001,"m"
"104",0.769668182125315,0.379927691770718,"c"
"105",0.629655438708141,0.888040080433711,"y"
"106",0.491112652234733,0.368101747008041,"m"
"107",0.311872359598055,0.938916341867298,"y"
"108",0.535457656718791,0.572562639135867,"y"
"109",0.695243219379336,0.387356628896669,"c"
"110",0.0998438817914575,0.751232923474163,"m"
"111",0.98408163129352,0.707715072203428,"y"
"112",0.642219916218892,0.0606907734181732,"m"
"113",0.689254740253091,0.847403144463897,"m"
"114",0.413692908361554,0.00556270754896104,"m"
"115",0.637073930120096,0.725332404021174,"b"
"116",0.279519033385441,0.83203272591345,"m"
"117",0.484518600860611,0.326949026202783,"c"
"118",0.418010954745114,0.322918339865282,"y"
"119",0.899989309720695,0.70431685517542,"m"
"120",0.845824516378343,0.808278401615098,"c"
"121",0.414520360529423,0.895562978228554,"b"
"122",0.41676259576343,0.426342841936275,"c"
"123",0.182526676217094,0.634395407745615,"b"
"124",0.735503462841734,0.0761065557599068,"y"
"125",0.566344587830827,0.62272585881874,"b"
"126",0.896256818901747,0.127403044141829,"b"
"127",0.24962195684202,0.544481913791969,"y"
"128",0.137361765606329,0.146064624888822,"m"
"129",0.498021327657625,0.20184567454271,"y"
"130",0.563339789398015,0.921168884728104,"b"
"131",0.714180682785809,0.715105439536273,"y"
"132",0.650595741579309,0.703487908001989,"c"
"133",0.223335453076288,0.059908400522545,"y"
"134",0.438159839715809,0.265185527503490,"m"
"135",0.149190746713430,0.858859707368538,"m"
"136",0.0951705053448677,0.161243685521185,"b"
"137",0.131977515760809,0.318368967389688,"c"
"138",0.67471647169441,0.542363598244265,"b"
"139",0.197611012728885,0.572655920404941,"m"
"140",0.353832101449370,0.435091441730037,"b"
"141",0.0677448876667768,0.295864353887737,"b"
"142",0.354144548997283,0.95134541951120,"c"
"143",0.602150856517255,0.557747755898163,"b"
"144",0.542636728147045,0.300078297266737,"m"
"145",0.452586485072970,0.607847349019721,"b"
"146",0.420554059091955,0.892321371939033,"y"
"147",0.829811631469056,0.675084339687601,"y"
"148",0.480834006797522,0.168741551227868,"c"
"149",0.84233850077726,0.740183860296384,"c"
"150",0.899379728129134,0.186152286361903,"b"
"151",0.510290533769876,0.99549107835628,"y"
"152",0.793739065760747,0.556114612147212,"c"
"153",0.246837954036891,0.31347089423798,"y"
"154",0.0263525925111026,0.604248848976567,"y"
"155",0.37812672322616,0.950136658037081,"m"
"156",0.105772851500660,0.823483520420268,"b"
"157",0.226898215012625,0.0602077732328326,"b"
"158",0.0415937239304185,0.218853742117062,"c"
"159",0.706150229088962,0.264688428491354,"y"
"160",0.522705507231876,0.580771421547979,"m"
"161",0.331312515772879,0.470994563307613,"m"
"162",0.0640213207807392,0.528131854487583,"y"
"163",0.0744474343955517,0.325035780901089,"b"
"164",0.214810351142660,0.851673206081614,"c"
"165",0.633237172616646,0.848635291215032,"m"
"166",0.0638045973610133,0.866818813839927,"c"
"167",0.768132070079446,0.92980386922136,"b"
"168",0.0715840072371066,0.269890063209459,"m"
"169",0.997464491054416,0.238337530056015,"b"
"170",0.100524646462873,0.118545503588393,"y"
"171",0.865372267086059,0.38793344469741,"y"
"172",0.324085942469537,0.733223025687039,"b"
"173",0.496413282584399,0.133539538364857,"c"
